"id","title","authors","venue","year"
"9fcJjh5vHn8J","Data and Knowledge Base Research at Hong Kong University of Science and Technology","P Drew, B Hamidzadeh, K Karlapalem, ACY Kean, DL  ","SIGMOD Record,",1995
"url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/2005/38/i10/abs/ar050040d.html","Catalytic ethylene dimerization and oligomerization: recent developments with nickel complexes  ","F Speiser, P Braunstein, L Saussine","Acc. Chem. Res,",2005
"mf-MrJgPc14J","A novel design technique for tuneable notch filters","GW Medlin",,
"c4ELeS4vK1EJ","Tolerance Graphs and Orders","S Felsner","LECTURE NOTES IN COMPUTER SCIENCE,",1993
"56wrFV0ec-QJ","Dynamical systems III","VI Arnol'dâ?¦",,1988
"u_KNLj37TMMJ","Operating Systems: An Advanced Course","JN Gray","Lecture Notes in Computer Science,",
"VvNpa4FHVMIJ","Campus Energy Management Programs.","MA Pierce","New Directions for Higher Education,",1992
"6AZuEPU008kJ","Wireless LANs at Risk","C Ellison","PC Magazine April,",
"wKlF2io9JdIJ","Components and Recognition of Facial Expression in the Communication of Emotion by Actors","P Gosselin, G Kirouac, FY Dore","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1995
"GJ_7cqL0d70J","0. G. Tsatalos, SJ White, and MJ ZwiIIing. Shoring up persistent applications","MJ Carey, DJ DeWitt, MJ Franklin, NE Hall, ML  ","Proc. ACM SIGMOD",
"PQyIlUpv_FYJ","Algebraic dependencies","C Papadimitriou, M Yannakakis","unpublished memorandum, Laboratory for Computer Science, MIT &hellip;,",
"nUmGkBJU1JkJ","Selenium as an antiviral agent","MA Beck","See Ref,",
"y-UI3J0AxlwJ","Possibilities for natural enemies in Heliothis management and the contribution of the Commonwealth  ","DJ Greathead, DJ Girling","Proc. Int. Workshop,",
"402gY6XtTgMJ","Update semantics of relational views","F Bancilhon, N Spyratos","ACM Transactions on Database Systems,",1981
"gYmnkSkewcwJ","Stuttering measurement training","JC Ingham, RJ Ingham","Santa Barbara, CA: University of California, Santa Barbara,",
"2TVJo0A0oSkJ","Foundations of theoretical mechanics","RM Santilli",,1984
"ux8y6EIQxd8J","The Fuel Economy Potential of Heat Engine/Flywheel Hybrid Automobiles","SM Rohde, NA Schilke","Supplement to Procs. 1980 Flywheel Technology Symposium,",
"WIg9kgdVp9IJ","Integrity= validity+ completeness","A Motro","ACM Transactions on Database Systems,",1989
"qxEotZcMAbQJ","Routing Worm: A Fast, Selective Attack Worm based on IP Address Information","CC Zou, D Towsley, W Gong, S Cai",,
"LVuwIOnOYCcJ","Id 90.1 reference manual. CSG Memo 284-2","RS Nikhil",,1990
"nY-qEoIxWjUJ","Regulated cascode switched-current memory cell","C Toumazou, JB Hughes, DM Pattullo","Electronic Letters,",1990
"voUO6t_or8UJ","The total meridional heat flux and its oceanic and atmospheric partition","C Wunsch","Submitted for publication,",2005
"jQQEllAp2SUJ","Preliminary concepts for participant observer ratings of community support programs","C Macias, GB Teague",,1992
"gii3pwLWDMwJ","TransLight: A Global-Scale LambdaGrid for E-Science","T DeFanti, C de Laat, J Mambretti, K Neggers","COMMUNICATIONS-ACM,",2003
"Jwegiego4ycJ","Ap&amp;SS","A Bridzius, V Vansevicius",,2001
"2EMLBdsxzWgJ","A psychological taxonomy of trait-descriptive terms: The interpersonal domain","JS Wiggins","Journal of Personality and Social Psychology,",
"91iu-XaRiKcJ","CLARANS: A Method for Clustering Objects for Spatial Data Mining","RT Ng",,
"Y8HMa1ZZE6sJ","CURE: An Efficient Clustering Algorithm for Large Databases","G Sudipto, R Rastogi, K Shim","Proceedings of ACM SIGMOD International Conference on  &hellip;,",
"TnnGbQoTybAJ","Algorithm 63: partition","CAR Hoare","Communications of the ACM,",1961
"NLklGN91cZgJ","VideoAnywhere: A System for Searching and Managing Distributed Video Assets.","ACMS Anthology","SIGMOD Record,",1999
"6cJpBw-m96EJ","State IS Workers Seek Greener Pastures","P Thibodeau",,
"YMJWXy5nkhkJ","Automatic assignment of grammatical relations","L Lesmo, V Lombardo",,
"fUebuYnd2bwJ","Steklo i Keramika","IA Boguslavskiiâ?¦","No. I,",
"_7oRm2tHjAEJ","Predation and coloniality in seabirds","M Gochfeld","Proc. Int. Ornithol. Congr,",
"28W6aWq-C4oJ","Semantic web recommender systems","CN Ziegler",,
"TWGZjHRA_SkJ","Leadership and the Research University.","SS Lipschutz","New Directions for Higher Education,",1985
"pRwYK3dNDbMJ","Comparative monte carlo study of biased regression techniques","IE Frank","Technical Report 105, Department of Statistics, Stanford ",
"sXd0gz-ePSkJ","Cross-Cultural Field Study.","J Duley","New Directions for Higher Education,",1974
"1dNEhgroZDUJ","Geopolitics and discourse: practical geopolitical reasoning in American foreign policy","Ã? Tuathail","Political Geography,",
"5dCPTEkz8sAJ","Diagnosis for Wiring Interconnects","WT Cheng, JL Lewandowski, E Wu",,
"VlesUfN0l6MJ","Usability Engineering Process Model","T Granollers, J LorÃ©s, F Perdrix","Integration with Software Engineering: Procs. of HCI-Intl,",
"udwyuDAKb4UJ","Oral or topical nasal steroids for hearing loss associated with otitis media with effusion in  ","CC Butler, JH van der Voort","Cochrane Database Syst Rev,",2002
"W3zVGcJJnXsJ","Monitoring of Leakage in Embankment Dams through Resistivity Measurementsâ??A 2.5 D Modelling Study","P SjÃ¶dahl, T Dahlin, B Zhou, S Johansson","Procs. 8th EEGS-Meeting, Aveiro, Portugal,",
"url:http://portal.acm.org/citation.cfm%3Fid%3D335224","Full text pdf format Pdf (244 KB)Source Symposium on Principles of Database Systems archive","MJ Atallah, S Prabhakar","Proceedings of the nineteenth ACM SIGMOD-SIGACT-SIGART  &hellip;,",2000
"Ko9MBagQqlQJ","A financial incentive to encourage employment among repeat users of employment insurance: the  ","D Tattrie",,
"azGenr45ZMoJ","SIMPLIcity: a region-based retrieval system for picture libraries and biomedical image databases","JZ Wang","Proceedings of the eighth ACM international conference on  &hellip;,",2000
"uen3X_Kdpi4J","Amniotic fluid acetylcholinesterase as a possible diagnostic test for neural tube defects in early  ","AD Smith, NJ Wald, HS Cuckle, GM Stirrat, M Bobrow","Lancet i,",1979
"QKN4lCN_gE0J","Effects of an intervention programme for improved discharge-planning","C Haeggmark, B Nilsson","VARD I NORDEN,",1997
"tAqE9frQ4QUJ","Queueing theory","RB Cooper","Proceedings of the ACM&#39;81 conference,",1981
"0JYcH0e5nZkJ","Experimental study of propulsive efficiency of pulsed detonation","R Zitoun, V Gamezo, C Guerroud, D Desbordes","Proc. of the 21st Int. Symp. on Shock Waves, Great Keppel, ",
"p6zcWuHfGd0J","Index selection for databases: a hardness study and a principled heuristic solution","S Chaudhuri, M Datar, V Narasayya","Knowledge and Data Engineering, IEEE Transactions on,",2004
"Rb5NnJ5KViIJ","4, 175, 180, 203 amniosenosa, 204 cell migrations, 175 bonder cells, 179, 180 hemocytes, 176 PGC","I Drosophila",,
"6R1Snq9kHxAJ","FUSE: Lightweight Guaranteed Distributed Failure Notification","J Dunagan, NJA Harvey, MB Jones, D Kostic, M  ","Submitted for publication,",2004
"DijiwhAHwG8J","Five-year multicenter retrospective review of cyclobenzaprine toxicity","HA Spiller, ML Winter, KV Mann, DJ Borys, S Muir,  ","Journal of Emergency Medicine,",1995
"mhW6ctQ9zzcJ","Freud, Jung and Hall, the king-maker. The expedition to America","S Rosenzweig",,1992
"RQbOReOI-tsJ","Perceiving Pervasive Discrimination Among African Americans: Implications for Group Identification  ","NR Branscombe, MT Schmitt, RD Harvey","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1999
"FOruO1PeowAJ","Improved Query Performance with Variant Indices","POâ??Neill, D Quass","Proceedings of SIGMOD Conference,",
"url:http://www.springerlink.com/index/GJ461198440332L2.pdf","Viral Radio","A Lippman, DP Reed","BT Technology Journal,",2004
"46FVYbhr0WoJ","Querying Multiple Features of Groups in Relational Databases","D Chatziantoniou, KA Ross","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996
"-H4lVPIakg8J","Part Five: Should Continuing Education Be Mandatory?.","RG Brockett, BF LeGrand","New Directions for Adult and Continuing Education,",1992
"qrf5iH3OjpcJ","Commuting with delay prone buses","M Datar",,
"hK_2w16gHYAJ","In: ATLAS Mundial Encarta","PP de los Libres-Uruguaiana","Microsoft Corporation,",2001
"A-5Q8iqYbvQJ","The Placement Allocation Program: A Practical Solution to the Disk File Assignment Problem","J Wolf","Proc. ACM SIGMETRICS Conf,",
"QRWJHLWImlYJ","Interventions to help external cephalic version for breech presentation at term","GJ Hofmeyr","Cochrane Database Syst Rev,",2004
"6uK30FL35hwJ","Hydrology and Hydraulic Systems. 2 ndEdition Waveland Press Inc.; 867pp","RS Gupta",,2001
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1024703%26type%3Dpdf","BIO-AJAX: An Extensible Framework for Biological Data Cleaning","CH Wuq","SIGMOD Record,",2004
"TbE3R1gFWjUJ","Treatment of Osteoarthritis With Celecoxib, a Cyclooxygenase-2 Inhibitor: A Randomized Controlled  ","WG Bensen, JJ Fiechtner, JI McMillen, WW Zhao, SS  ","MAYO CLINIC PROCEEDINGS,",1999
"kjvQ3FafC-IJ","SANE development and operation guide","LE Ledray","JOURNAL OF EMERGENCY NURSING,",1998
"WY8jbUlHkbQJ","Groundwater fauna of the South Platte River system, Colorado","JV Ward, NJ Voelz","See Ref,",
"5lw-_yAlz-oJ","Local Correspondence for Detecting Random Forgeries","JK Guo, D Doermann, A Rosenfeld",,
"w6VtZRVAZV8J","Comparing Hierarchical Data in External Memory. University of Maryland","SS Chawathe","Proceedings of the 25th VLDB Conference",
"WyuPHBB-0GAJ","CAâ??s object database gets two-step release","S CRAIG","Computerworld,",
"url:http://portal.acm.org/citation.cfm%3Fid%3D144111.144147","Object oriented techniques in information engineering","KW Short","Conference proceedings on Data Management 91 table of  &hellip;,",1992
"69kmXg9nRZkJ","Issues in Developing Very Large Data Warehouses","L Do, P Drew, W Jin, V Jumani, D Van Rossum","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998
"fzjkVBKQlFkJ","Additive logisitic regression: a statistical perspective on boosting","JH Friedman, T Hastie, R Tibshirani",,1998
"COTeaVKuo74J","198 1. The evolution of sex-role reversal and monogamy in shorebirds","WJ ERCKMANN","Ph. D. diss., Univ. Washington, Seattle,",
"url:http://www.springerlink.com/index/L22781T60477677P.pdf","Recent BT patents","GM MacLarty","BT Technology Journal,",2005
"vvivi2dLN9AJ","GRADUATE PROGRAM IN COMMUNICATION SCIENCES &amp; DISORDERS","CG Students",,2006
"Tp6vV_Q_xVEJ","Neural structures associated with recognition of facial expressions of basic emotions","R Sprengelmeyer, M Rausch, UT Eysel, H Przuntek","Proceedings: Biological Sciences,",1998
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099628%26type%3Dpdf","Domain-specific Keyphrase Extraction","YB Wu, Q Li, RS Bot, X Chen","Proceedings of the 14th ACM international conference on  &hellip;,",2005
"N8aAlLT0C8oJ","Northwest region seal and sea lion (Pinniped) managment map of seal and sea lion trouble spots","N Fisheries","National Marine Fisheries Service, Seattle, Washington,",
"OQz4P5Iv-g0J","Effects of long-term and reduced-dose hormone replacement therapy on endothelial function and intima ","M Hashimoto, M Miyao, M Akishita, T Hosoi, K Toba, ","MENOPAUSE-NEW YORK-,",2002
"5fGxMmQQEykJ","IMHEXR MCFC stack scale-up","T BENJAMIN, G REZNIKO, R DONELSONâ?¦","Proceedings of the 27th Intersociety Energy Conversion  &hellip;,",1992
"VWbm4EeeFNMJ","POESIA: An ontological workflow approach for composing Web services in agriculture","R Fileto, L Liu, C Pu, ED Assad, CB Medeiros","The VLDB Journal The International Journal on Very Large  &hellip;,",2003
"AevsYZEQ4ToJ","An authorization mechanism for a relational database system","PP Griffiths, BW Wade","ACM Transactions on Database Systems,",1976
"LOf87FHwTKMJ","An AdaptiveCongestionControl SchemeforReal-TimePacket Video","H Kanakia, PP Mishra, A Reibman","Proceedings of ACM SIGCOMM Computer Communications Review,",
"uQN3b_IsnKsJ","A Majority consensus approach to concurrency control for multiple copy databases","RH Thomas","ACM Transactions on Database Systems,",1979
"L6t_li7XQAEJ","Issues in co-operative software engineering using globally distributed teams","I Gorton, S Motwani","Information and Software Technology,",1996
"OI8quvdwtDsJ","SIMPLE: a methodology for programming high performance algorithms on clusters of symmetric  ","DA Bader, J JÃ¡JÃ¡","MD,",
"0Vmsc0oib2kJ","Integrating Association Rule Mining with Relational Database Systems: Alternatives and Implications/ ","S Sarawagi, S Thomas, R Agrawal","San Jose, California, USA, Marz,",
"WmnYIr3Wl_QJ","Human T-Cell Lymphotrophic Virus Type-I (HTLV-I) Retrovirus and Human Disease","DJ Bentrem, EE McGovern, ML Hammarskjoeld, RF  ","JOURNAL OF EMERGENCY MEDICINE,",1994
"Blt38BS62Q8J","Use of the Weiss-Weinstein bound to compare the direction-finding performance of sparse arrays","DF Delong",,1993
"M1dA2StifZgJ","The effects of latency and occupancy on the performance of dsm multiprocessors","C Holt, M Heinrich, JP Singh, JL Hennessy","Technical Report CSL-TR-95-xxx, Stanford University,",
"vasz2m_3vAQJ","Deconstructing the Internet using VUGH","O Martin","Proceedings of VLDB,",
"NxYaoolVv64J","Incremental subgradient methods for nondifferentiable optimization","A NediÄ?, D Bertsekas","Technical Report LIDS-P-2460, Massachusetts Institute of ",
"EEnQbLyvU2UJ","Price and Service Discrimination in Queuing Systems: Incentive Compatibility of Gc Scheduling","JA Van Mieghem","Management Science,",2000
"30fOGPmJ6fIJ","Linear Clustering of Objects with Multiple Attributes","HVJ Jag901","Proceedings of ACM SIGMOD,",2001
"tJ6kK-HVAlsJ","SQL Multimedia and Application Packages (SQL/MM) Base Documents","P COTTON",,1994
"PJsJnZ4ZVAEJ","Effect of limestone feed on emissions of NOX and N2O from a circulating fluidized bed combustion","T Shimizu, D Fujita",,1993
"tEuduHYdAVcJ","Principles of Peptide Synthesis","M Bodanszky",,1993
"30fMB9_zBm0J","ContrastplotsandP-Sphere trees: space vs. time in nearest neighbour searches","RR GoldsteinJ","&hellip; of the Very Large Data Bases (VLDB) Conference, Cairo, Egypt,",
"RjCEOZr3AhkJ","High-speed DACs Require Special Testing","PJ Hanlon, BL Price","Electronic Design,",
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D20021212014823MT%26recid%3DA8012618AH","AV/STOL ground effects test facility","TM EVANS, JM COOKSEY","&hellip;  Symposium, 25 th, Anaheim, Calif, Proceedings. Part 1,",1979
"lhZrnNfrGDcJ","Simplifying the Representation of Radiance from Multiple Emitters","G Drettakis","Submitted for publication,",1994
"mKsEnKaqMhQJ","The Credit Hour and Faculty Instructional Workload","T Ehrlich","New Directions for Higher Education,",2003
"DA8yFPOOruIJ","Autosegmental Phonology","JA Goldsmith",,
"VxMaWTwd3l8J","Corcus sativus Nigella sativa","KM Nadakarni",,1976
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D200111010695MT%26recid%3DA0032617AH","The use of discrete observer theory to trim and stabilize periodic coefficient dynamic systems","MH Peters, PV Bayly, DA Peters","European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
"3w0fguTu1-kJ","Atomic Energy Research Establishment Report No. TP 232 (revised), Harwell, England (unpublished)","IM Boswarva, AB Lidiard","Phil. Mag,",
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027583%26type%3Dpdf","A content based image retrieval system based on the fuzzy ARTMAP architecture","M Uysal, F Yarman-Vural","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101216%26type%3Dpdf","Implementation of a Mobile MPEG-21 Peer","S Lauf, I Burnett","Proceedings of the 13th annual ACM international conference  &hellip;,",2005
"K1CvTrLwL_wJ","for the Pierre Auger Collaboration","M Mostafa","Proc. 28th ICRC,(Tsukuba, Japan, 2003)",
"jEkYy-CXux0J","Anderson PW and Palmer RG 1977","DJ Thouless","Phil.",
"454EqQMrnSYJ","Formation of Ganymede Grooved Terrain by Sequential Extensional Episodes: Implications of Galileo  ","GC Collins, JW Head, RT Pappalardo","ICARUS-NEW YORK-,",1998
"6Baf2dWrexEJ","General Secure Multi-party Computation from any Linear Secret-Sharing Scheme","R Cramer, I Damgard, U Maurer","LECTURE NOTES IN COMPUTER SCIENCE,",2000
"fa8RKQRn-XgJ","The family of concurrent logic programming languages","E Shapiro","ACM Computing Surveys (CSUR),",1989
"IQqrZBxbAlcJ","Crime in Greece in Perspective","CD Spinellis",,1997
"LyI-E67p5AkJ","ApJ","RM Light, R Lynds, EJ OÃ?Neil Jr",,1998
"ZlDMwysmH-0J","R-trees: A Dynamic Index Structure for Spatial Searching","A Guttrnan","Proceedings of the SIGMOD conference, Boston, June,",
"PB_OZcUC2WsJ","Lower bounds for the weak pigeonhole principle beyond resolution, 2002","A Atserias, ML Bonet, JL Esteban","&hellip;  and Computation. Preliminary Version in Proc. 28th  &hellip;,",
"CWQuDi6C6hcJ","Manual for assessment of quality of object relations","WE Piper, M McCallum, AS Joyce","Unpublished manuscript,",
"5J4eT-rFpRMJ","Minimization of multiple-valued multiple-threshold perceptrons by genetic algorithms","A Ngom, Z Obradovic, I Stojmenovic","Proc. 28th IEEE International Symposium on Multiple-Valued  &hellip;,",
"xKQ3w_8n154J","Polysaccharides from Corallina officinalis","JR Turvey, PR Simpson","Proc. Int. Seaweed Symp,",
"Y0LjnyTjMVMJ","Covariance selection and estimation via penalized normal likelihood","JZ Huang, N Liu, M Pourahmadi","Unpublished manuscript,",2005
"eGhUcgT4ZQcJ","ISSACâ??96: Proceedings of the 1996 International Symposium on Symbolic and Algebraic Computation,  ","YN Lakshman","Zurich, Switzerland. ACM Press, New York,",
"sInVx-UHfVIJ","A study of virtual reality-A development of virtual space editor&quot; Vis-Edit&quot;-","R Kijima, M Hirose","Procs. of the 7th Human Interface Symposium,",
"vjMNe4j5bMkJ","Interventions for encouraging sexual lifestyles and behaviours intended to prevent cervical cancer","J Shepherd, R Weston, G Peersman, IZ Napuli","Cochrane Database Syst Rev,",2000
"QDqI_QZyy10J","Data Grid Management Systems","RW Moore, A Jagatheesan",,
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101177%26type%3Dpdf","Facilitating Collective Musical Creativity","A Tanaka, N Tokui, A Momeni",,
"KPl4pMKQsvwJ","Regional Body-Wave Corrections and Surface-Wave Tomography Models to Improve Discrimination","W Walter, M Pasyanos, A Rodgers, K Mayeda, A  ",,
"SB31pnOioMcJ","30. PP Edwards and MJ Sienko","L Francis","Acc. Chem. Res,",
"aqVgCgNPqp4J","Arvind. Id nouveau. CSG Memo 265","RS Nikhil, K Pingali",,1986
"rhxIrsQkm5AJ","Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree  ","C Koch","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
"SSU5skdzxREJ","Analysis patterns for patient treatment","T Sorgente, EB Fernandez, MM Larrondo-Petrie","submitted for",
"J71GM5zkRoYJ","Building temporal structures in a layered multimedia data model","GA Schloss, MJ Wynblatt","Proc. Second ACM International Conference on",
"aZ_npIo5fdQJ","Kinetics of aperiodic cascade boosters with respect to their operating speed and safety","VF Kolesov, VK Khoruzhii","At.",
"ttmY152c3vYJ","Statistics of frequency-response estimates","JL Douce",,
"3eMeA-5frX8J","Management, 976 F","A Info","Supp.",
"x8s3QpPxgGYJ","PROMISE: peer-to-peer media streaming using CollectCast","M Hefeeda, A Habib, B Botev, D Xu, B Bhargava","Proceedings of ACM Multimedia,",2003
"1pxtzlCLlk8J","Autonomous mobile robot navigation and learning","CR Weisbin, JR Einstein, FG Pin",,
"wv5fSLQb43YJ","Closed-loop balancing and singular perturbation: a new result","L Fortuna, G Muscato, G Nunnari","Electronic Letters,",1991
"url:http://portal.acm.org/citation.cfm%3Fid%3D234286.1057819","Prolog session","R Hudson","History of programming languages---II table of contents,",1996
"KVQHF7nCofwJ","Linking learning, teaching, and development","M Fiddler, C Marienau","New Directions for Adult and Continuing Education,",1995
"Uq3RuLdajFYJ","Having H-space structure is not a generic property","P Jianzhong",,
"0ldzxNM8mMQJ","EAGER: Programming Repetitive Tasks by Example","A Cypher","Proceedings of CHI,",1991
"Kd19TvHLpjAJ","Agricultural Biotechnology: Critical Issues and Recommended Responses from the Land-Grant  ","ABT Force","MD,",
"7RfIyu2r4-kJ","The weakest failure detectors to solve certain fundamental problems in distributed computing","C Delporte-Gallet, H Fauconnier, R Guerraoui, V  ",,
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8204540536MD","Survey of Reviews on Alloy Powders Published During Seventies","AK Chakraborty, KB Jape","Powder Metallurgy Alloys Symposium[Abstracts], Bombay, India &hellip;,",1980
"mxACmnKeiBwJ","OLE Automation Programmerâ??s Reference","D Clark",,1996
"-jIVsY3pIKMJ","Decision Support in Knowledge Acquisition: Concept Characterization Using Genetic Algorithms","A Lee-Post",,
"O_SMlr3bFBMJ","Y, Jiang and YK Ng.â??Record-boundary discovery in web documents,â??","D Embley","Proc. ACM SIGMOD Conf,",
"MkRtrERh0sYJ","Effects of components of protection-motivation theory on adaptive and maladaptive coping with a  ","PA Rippetoe, RW Rogers","Journal of Personality and Social Psychology,",1987
"mA1QbRiCXRAJ","J. Oral Laser Appl","M Strassl, A Kasenbacher, E Wintner","at",
"tP6zd0gYJ6wJ","Literacy and Health Communities: Potential Partners in Practice","PA Sissel, MD Hohn","NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",1996
"sCFhaE4a8yAJ","Diffraction pattern sampling for automatic pattern recognition","GG Lendaris, GL Stanley","Proc. IEEE,",1970
"uWMZnfvTJqsJ","An algebraic description of programs with assertions, verification and simulation","RM Burstall","Proceedings of ACM conference on Proving assertions about  &hellip;,",1972
"5DVX31BUCFEJ","Of Pilgrims and Turkey: A Look at Thanksgivings Past and Present. Teacher's Roundtable.","C Sage","Social Studies and the Young Learner,",1993
"ek26aiEheesJ","STRUDEL: A Web-site Management System","M Fernandez, J Kang, A Levy, D Suciu",,
"WboWWH5GQBUJ","Verifiable secret sharing and multiparty protocols with honest majority","T Rabin, M Ben-Or","&hellip;  of the twenty-first annual ACM symposium on Theory of  &hellip;,",1989
"wqCNvihL8LwJ","Lernerautonomie und Lernstrategien, Fernstudieneinheit 23, Langenscheidt, MÃ¼nchen, 2000","P BIMMEL, U RAMPILLON",,
"FMBlth2of3IJ","Rule and Data Allocation in Distributed Deductive Database Systems","SJ Lim, YK Ng",,
"qWXP6sgIeKsJ","Automatic Composition of Transition-based Semantic Web Services with Messaging","D Berardi, D Calvanese, G De Giacomo, R Hull, M  ","Proceedings of the 31st international conference on Very  &hellip;,",2005
"89YLiDkaVN0J","Final Report","L Koehnken","Mount Lyell Remediation Research and Demonstration Program.  &hellip;,",
"lmuMLUbOd_8J","Concluding Observations.","DW Steeples","New Directions for Higher Education,",1986
"Ar8qus-3KAQJ","Computation of Floating Mode Delay in Logic Circuits&quot; Practice and Implementation","S Devadas, K Keutzer, S Malik, A Wang","MIT Technical Report, Massachusetts Institute of Technology, ",
"euRfl0dTNlEJ","Guaranteeing delay jitter bounds in packet switching networks","D Verma, H Zhang, D Ferrari","Proceedings of Tricomm,",
"5ptAphKla1oJ","Real Estate War in Cyberspace: An Emerging Electronic Market?","K Crowston, RT Wigand",,
"D1f1Uq41ae8J","Khordeh Avesta","F Shahzadi","San Diego,",
"0sNACo8196EJ","A coherence theorem for ordered families of probability measures on a partially ordered space","DA Ross","Unpublished manuscript,",1993
"T-_9EOiSJMgJ","Pouchitis After Ileal Pouch-Anal Anastomosis: A Pouchitis Disease Activity Index","WJ Sandborn, WJ Tremaine, KP Batts, JH Pemberton","MAYO CLINIC PROCEEDINGS,",1994
"fSB01JihBQQJ","The multiple ergodicity of non-discrete subgroups of Diff Ï? (S 1), 2001","JC Rebelo, RR Silva",,
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0014631CI","The digital doorkeeper'--Automatic face recognition with the computer.","JL Nettles, AJ Witsmeer, P Seitz, M Bichsel","Proceedings 25 th Annual 1991 IEEE International Carnahan  &hellip;,",1991
"oZvlrcwAJ3cJ","Risk and Protective Factors Among Youth Offenders","MB Carr, TA Vandiver","ADOLESCENCE-SAN DIEGO-,",2001
"DvhLJEgyVOUJ","Schubert varieties and cycle spaces","AT Huckleberry, JA Wolf",,
"a2-CPLseJxQJ","The Role of Athletics in Student Development.","N Sanford","New Directions for Higher Education,",1973
"GmI6Eh8pCnkJ","Microsoft Excel Data Analysis and Business Modeling","WL Winston",,2004
"BsLB7EI7oawJ","ARIES/IM: an efficient and high concurrency index management method using write-ahead logging","C Mohan","Proceedings of the 1992 ACM SIGMOD international conference  &hellip;,",1992
"O4K4hktgjLMJ","Representing othersâ?? preferences in mixed motive games: Was schelling right","G Devetag, M Warglien",,
"qaoTK_zX3awJ","ManolopoulosY (1994) Fast subsequence matching in time-series databases","C Faloutsos, M Ranganathan","&hellip; . ACM International Conference on Management of Data (SIGMOD",
"sKZX_NA5UEAJ","or Constraint Maintenance IBM Research Report RJ 7348","S Cen, JWDP Rules","IBM Almaden Research Center, March,",
"fz4PKDuWGmoJ","A performance study of four index structures for set-valued attributes of low cardinality","S Helmer, G Moerkotte","The VLDB Journal The International Journal on Very Large  &hellip;,",2003
"C5r7CWfQ0icJ","Customer data faces rough road to factory","C Stedman","Computerworld,",
"xCbXlJHLR48J","Path Queries on Compressed XML","P Buneman, M Grohe, C Koch","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
"Faa0FnCEmE0J","Morphological Diagnosis and Heterogeneity. Atlas of Tumor Pathology: Tumors of the Lower Respiratory ","TV Colby, MN Koss, WD Travis","MD,",
"dCNBjTU6p90J","andS. Clark.â??Collaborativewritingasaprocessofformalizinggroup memory,â??","M Mandviwalla, K Sandoe","Proc. 28th Annual Hawaii Int. Conf. on System Sciences,",
"bIui8xtInQEJ","Expert system for selecting expert system shells.","A Martin, RKH Law","Information and Software Technology,",1988
"mVDi5C2m95sJ","Metaphorical models of thought and speech: a comparison of historical directions and metaphorical  ","EE Sweetser","Procs. 13th Annual Meeting of the Berkeley Linguistics  &hellip;,",
"a5dIjd9Bbl8J","Singularity design motivation","GC Hunt, JR Larus","Technical Report MSR-TR-2004-105, Microsoft Corporation, Dec. ",
"url:http://doi.wiley.com/10.1002/ace.31","Living in the Feudalism of Adult Basic and Literacy Education: Can We Negotiate a Literacy Democracy ","BA Quigley","New Directions for Adult and Continuing Education,",2001
"A2VpfbUljcUJ","Mediacups: experience with design and use of computer-augmented everyday artefacts","M Beigl, HW Gellersen, A Schmidt","Computer Networks,",2001
"HiZ-2-mSanAJ","90 WB Frakes, PB Gandel, Representing reusable software","F Gandel","Information and Software Technology,",
"VGyOaKo9oesJ","Objectives to Direct the Training of Emergency Medicine Residents on Off-Service Rotations:  ","GM Newland, LR Wolf, JA Bishop, GC Hamilton","JOURNAL OF EMERGENCY MEDICINE,",1993
"K8FEoYyEPL8J","Beyond Process: TQM Content and Firm Performance","R Reed, DJ Lemak, JC Montgomery","The Academy of Management Review,",1996
"i-2P22dKYZgJ","The Photoelectric Effect","OW Richardson, KT Compton","Phil. Mag,",
"eCVVppG0h2MJ","Adaptive Disk Scheduling in a Multimedia DBMS","K Lund, V Goebel",,
"Jb9Ogc1qQAYJ","Biohydrometallurgy","PR Norris, DP Kelly","Proc Int Symp Warwick,",
