"id","title","authors","venue","year"
"journals/sigmod/Mackay99","Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making","D Mackay","SIGMOD Record",1999
"conf/sigmod/Amer-YahiaFSX03","PIX: Exact and Approximate Phrase Matching in XML","S Amer-Yahia, M Fernandez, D Srivastava, Y Xu","SIGMOD Conference",2003
"conf/sigmod/ArasuBBDIRW03","STREAM: The Stanford Stream Data Manager","A Arasu, B Babcock, S Babu, M Datar, K Ito, I Nishizawa, J Rosenstein, J Widom","SIGMOD Conference",2003
"journals/sigmod/ForteHWDCVHFS99","Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository","E Forte, F Haenni, K Warkentyne, E Duval, K Cardinaels, E Vervaet, K Hendrikx, M Forte, F Simillion","SIGMOD Record",1999
"journals/sigmod/Hanson99","Statement from the Treasurer","E Hanson","SIGMOD Record",1999
"conf/sigmod/LarsonG03","Transparent Mid-Tier Database Caching in SQL Server","P Larson, J Goldstein, J Zhou","SIGMOD Conference",2003
"journals/sigmod/OukselS99","Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section","A Ouksel, A Sheth","SIGMOD Record",1999
"conf/sigmod/AgichteinG03","QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases","E Agichtein, L Gravano","SIGMOD Conference",2003
"conf/sigmod/OoiTZGLLLNSWZ03","PeerDB: Peering into Personal Databases","B Ooi, K Tan, A Zhou, C Goh, Y Li, C Liau, B Ling, W Ng, Y Shu, X Wang, M Zhang","SIGMOD Conference",2003
"journals/sigmod/BergamaschiCV99","Semantic Integration of Semistructured and Structured Data Sources","S Bergamaschi, S Castano, M Vincini","SIGMOD Record",1999
"conf/sigmod/LiuFP03","GridDB: A Database Interface to the Grid","D Liu, M Franklin, D Parekh","SIGMOD Conference",2003
"journals/sigmod/Gal99","Semantic Interoperability in Information Services: Experiencing with CoopWARE","A Gal","SIGMOD Record",1999
"journals/sigmod/SmithO99","Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems","K Smith, L Obrst","SIGMOD Record",1999
"conf/sigmod/ZuzartePMCLW03","WinMagic : Subquery Elimination Using Window Aggregation","C Zuzarte, H Pirahesh, W Ma, Q Cheng, L Liu, K Wong","SIGMOD Conference",2003
"conf/sigmod/LakshmananPZ03a","SOCQET: Semantic OLAP with Compressed Cube and Summarization","L Lakshmanan, J Pei, Y Zhao","SIGMOD Conference",2003
"journals/sigmod/Hampapur99","Semantic Video Indexing: Approach and Issue","A Hampapur","SIGMOD Record",1999
"conf/sigmod/ShashaB02","Database tuning: principles, experiments, and troubleshooting techniques (part II)","D Shasha, P Bonnet","SIGMOD Conference",2002
"journals/sigmod/SycaraKWL99","Dynamic Service Matchmaking Among Agents in Open Information Environments","K Sycara, M Klusch, S Widoff, J Lu","SIGMOD Record",1999
"conf/sigmod/ShashaB02a","Database tuning: principles, experiments, and troubleshooting techniques (part I)","D Shasha, P Bonnet","SIGMOD Conference",2002
"journals/sigmod/PapazoglouH99","Contextualizing the Information Space in Federated Digital Libraries","M Papazoglou, J Hoppenbrouwers","SIGMOD Record",1999
"journals/sigmod/SouzaS99","Efficient Materialization and Use of Views in Data Warehouses","M Souza, M Sampaio","SIGMOD Record",1999
"conf/sigmod/ViglasN02","Rate-based query optimization for streaming information sources","S Viglas, J Naughton","SIGMOD Conference",2002
"conf/sigmod/2002","Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data, Madison, Wisconsin, June 3-6, 2002","N/A","N/A",2002
"journals/sigmod/FowlerPNB99","Agent-Based Semantic Interoperability in InfoSleuth","J Fowler, B Perry, M Nodine, B Bargmeyer","SIGMOD Record",1999
"journals/sigmod/KuanL99","A Study on Data Point Search for HG-Trees","J Kuan, P Lewis","SIGMOD Record",1999
"conf/sigmod/HinneburgKW02","HD-Eye: visual clustering of high dimensional data","A Hinneburg, D Keim, M Wawryniuk","SIGMOD Conference",2002
"journals/sigmod/CeriFP99","Design Principles for Data-Intensive Web Sites","S Ceri, P Fraternali, S Paraboschi","SIGMOD Record",1999
"conf/sigmod/PhanN02","GEA: a toolkit for gene expression analysis","J Phan, R Ng","SIGMOD Conference",2002
"journals/sigmod/Snodgrass99","Chair's Message","N/A","N/A",1999
"conf/sigmod/Bonnet02","Going public: open-source databases and database research","P Bonnet","SIGMOD Conference",2002
"journals/sigmod/Kim99","Message from Editor-in-Chief, ACM Transactions on Database Systems","W Kim","N/A",1999
"conf/sigmod/HellersteinW02","Data streams: fresh current or stagnant backwater? (panel)","J Hellerstein, J Widom","SIGMOD Conference",2002
"journals/sigmod/GruenwaldBDGSSV99","Database Research at the University of Oklahoma","L Gruenwald, L Brown, R Dirckze, S Guinepain, C S�nchez, B Summers, S Vanichayobon","SIGMOD Record",1999
"conf/sigmod/CranorGJSS02","Gigascope: high performance network monitoring with an SQL interface","C Cranor, Y Gao, T Johnson, V Shkapenyuk, O Spatscheck","SIGMOD Conference",2002
"journals/sigmod/DomenigD99","An Overview and Classification of Mediated Query Systems","R Domenig, K Dittrich","SIGMOD Record",1999
"conf/sigmod/MaddenH02","Distributing queries over low-power wireless sensor networks","S Madden, J Hellerstein","SIGMOD Conference",2002
"conf/sigmod/AgrawalCD02","DBXplorer: enabling keyword search over relational databases","S Agrawal, S Chaudhuri, G Das","SIGMOD Conference",2002
"journals/sigmod/Snodgrass99a","Chair's Message","N/A","N/A",1999
"journals/sigmod/Ozsoyoglu99","Vice Chair's Message","N/A","N/A",1999
"conf/sigmod/HanWDPW02","CubeExplorer: online exploration of data cubes","J Han, J Wang, G Dong, J Pei, K Wang","SIGMOD Conference",2002
"conf/sigmod/KarbhariRXD02","ACDN: a content delivery network for applications","P Karbhari, M Rabinovich, Z Xiao, F Douglis","SIGMOD Conference",2002
"journals/sigmod/YauLMS99","On Multi-Resolution Document Transmission in Mobile Web","S Yau, H Leong, D McLeod, A Si","SIGMOD Record",1999
"conf/sigmod/AltinelLKMPLWB02","DBCache: database caching for web application servers","M Altinel, Q Luo, S Krishnamurthy, C Mohan, H Pirahesh, B Lindsay, H Woo, L Brown","SIGMOD Conference",2002
"journals/sigmod/BernsteinDK99","Towards Adaptive Workflow Systems, CSCW-98 Workshop Report","N/A","N/A",1999
"conf/sigmod/FungSG02","COUGAR: the network is the database","W Fung, D Sun, J Gehrke","SIGMOD Conference",2002
"journals/sigmod/Franklin99","Editor's Notes","M Franklin","SIGMOD Record",1999
"conf/sigmod/WangTYGWP02","COMMIX: towards effective web information extraction, integration and query answering","T Wang, S Tang, D Yang, J Gao, Y Wu, J Pei","SIGMOD Conference",2002
"journals/sigmod/Snodgrass99b","Reminiscences on Influential Papers","N/A","N/A",1999
"conf/sigmod/DogacTPPLKTK02","An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs","A Dogac, Y Tambag, P Pembecioglu, S Pektas, G Laleci, G Kurt, S Toprak, Y Kabak","SIGMOD Conference",2002
"journals/sigmod/CfP99","The Active Database Central, ER2000, VLDB 2000, WISE 2000, Books, ACM DL","N/A","SIGMOD Record",1999
"conf/sigmod/BumbulisB02","A compact B-tree","P Bumbulis, I Bowman","SIGMOD Conference",2002
"journals/sigmod/Franklin99a","Editor's Notes","M Franklin","SIGMOD Record",1999
"conf/sigmod/Weininger02","Efficient execution of joins in a star schema","A Weininger","SIGMOD Conference",2002
"journals/sigmod/ConradHHKRSS99","Engineering Federated Information Systems: Report of EFIS '99 Workshop","S Conrad, W Hasselbring, U Hohenstein, R Kutsche, M Roantree, G Saake, F Saltor","SIGMOD Record",1999
"journals/sigmod/FrankGGJKLMNPSSSTW99","Chorochronos: A Research Network for Spatiotemporal Database Systems","A Frank, S Grumbach, R G�ting, C Jensen, M Koubarakis, N Lorentzos, Y Manolopoulos, E Nardelli, B Pernici, H Schek, M Scholl, T Sellis, B Theodoulidis, P Widmayer","SIGMOD Record",1999
"conf/sigmod/RaoZML02","Automating physical database design in a parallel database","J Rao, C Zhang, N Megiddo, G Lohman","SIGMOD Conference",2002
"journals/sigmod/BoulosO99","Cost Estimation of User-Defined Methods in Object-Relational Database Systems","J Boulos, K Ono","SIGMOD Record",1999
"conf/sigmod/Aggarwal02","Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search","C Aggarwal","SIGMOD Conference",2002
"journals/sigmod/RosenthalS99","First-Class Views: A Key to User-Centered Computing","A Rosenthal, E Sciore","SIGMOD Record",1999
"conf/sigmod/SismanisDRK02","Dwarf: shrinking the PetaCube","Y Sismanis, A Deligiannakis, N Roussopoulos, Y Kotidis","SIGMOD Conference",2002
"journals/sigmod/RamDD99","Distributed Transactions in Practice","P Ram, L Do, P Drew","SIGMOD Record",1999
"conf/sigmod/ChaudhuriGN02","Compressing SQL workloads","S Chaudhuri, A Gupta, V Narasayya","SIGMOD Conference",2002
"journals/sigmod/PapianiWDN99","A Distributed Scientific Data Archive Using the Web, XML and SQL/MED","M Papiani, J Wason, A Dunlop, D Nicole","SIGMOD Record",1999
"conf/sigmod/BhattacharyaMBNHS02","Coordinating backup/recovery and data consistency between database and file systems","S Bhattacharya, C Mohan, K Brannon, I Narang, H Hsiao, M Subramanian","SIGMOD Conference",2002
"journals/sigmod/Etzion99","Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems","N/A","N/A",1999
"conf/sigmod/MoonWH02","General match: a subsequence matching method in time-series databases based on generalized windows","Y Moon, K Whang, W Han","SIGMOD Conference",2002
"conf/sigmod/WangWYY02","Clustering by pattern similarity in large data sets","H Wang, W Wang, J Yang, P Yu","SIGMOD Conference",2002
"journals/sigmod/HansonN99","Timer-Driven Database Triggers and Alerters: Semantics and a Challenge","E Hanson, L Noronha","SIGMOD Record",1999
"journals/sigmod/Libkin99","Some Remarks on Variable Independence, Closure, and Orthographic Dimension in Constraint Databases","L Libkin","SIGMOD Record",1999
"conf/sigmod/ProcopiucJAM02","A Monte Carlo algorithm for fast projective clustering","C Procopiuc, M Jones, P Agarwal, T Murali","SIGMOD Conference",2002
"conf/sigmod/ThaperGIK02","Dynamic multidimensional histograms","N Thaper, S Guha, P Indyk, N Koudas","SIGMOD Conference",2002
"journals/sigmod/Libkin99a","Database Principles Column - Introduction","L Libkin","SIGMOD Record",1999
"conf/sigmod/BrunoC02","Exploiting statistics on query expressions for optimization","N Bruno, S Chaudhuri","SIGMOD Conference",2002
"journals/sigmod/Abiteboul99","On Views and XML","S Abiteboul","SIGMOD Record",1999
"conf/sigmod/Ramanan02","Efficient algorithms for minimizing tree pattern queries","P Ramanan","SIGMOD Conference",2002
"journals/sigmod/RossCGJBV99","Reminiscences on Influential Papers","N/A","N/A",1999
"conf/sigmod/VriesMNK02","Efficient k-NN search on vertically decomposed data","A Vries, N Mamoulis, N Nes, M Kersten","SIGMOD Conference",2002
"journals/sigmod/MusickC99","Practical Lessons in Supporting Large-Scale Computational Science","R Musick, T Critchlow","SIGMOD Record",1999
"conf/sigmod/GaoW02","Continually evaluating similarity-based pattern queries on a streaming time series","L Gao, X Wang","SIGMOD Conference",2002
"journals/sigmod/EisenbergM99a","SQLJ-Part 1: SQL Routines Using the Java Programming Language","A Eisenberg, J Melton","SIGMOD Record",1999
"conf/sigmod/DattaDTVSR02","Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation","A Datta, K Dutta, H Thomas, D VanderMeer, S Suresha, K Ramamritham","SIGMOD Conference",2002
"journals/sigmod/McHughW97","Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data","J McHugh, J Widom","SIGMOD Record",1997
"journals/sigmod/AtzeniMM97","Semistructured und Structured Data in the Web: Going Back and Forth","P Atzeni, G Mecca, P Merialdo","SIGMOD Record",1997
"conf/sigmod/DobraGGR02","Processing complex aggregate queries over data streams","A Dobra, M Garofalakis, J Gehrke, R Rastogi","SIGMOD Conference",2002
"conf/sigmod/ChenGMV02","Fractal prefetching B�Trees: optimizing both cache and disk performance","S Chen, P Gibbons, T Mowry, G Valentin","SIGMOD Conference",2002
"journals/sigmod/BaaderJN97","Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases","N/A","N/A",1997
"conf/sigmod/ZhouR02","Implementing database operations using SIMD instructions","J Zhou, K Ross","SIGMOD Conference",2002
"journals/sigmod/NestorovAM97","Infering Structure in Semistructured Data","S Nestorov, S Abiteboul, R Motwani","SIGMOD Record",1997
"journals/sigmod/Snodgrass97a","Chair's Message","N/A","N/A",1997
"conf/sigmod/FreireHRRS02","StatiX: making XML count","J Freire, J Haritsa, M Ramanath, P Roy, J Sim�on","SIGMOD Conference",2002
"journals/sigmod/NadoH97","Extracting Entity Profiles from Semistructured Information Spaces","R Nado, S Huffman","SIGMOD Record",1997
"conf/sigmod/LiGS02","Skew handling techniques in sort-merge join","W Li, D Gao, R Snodgrass","SIGMOD Conference",2002
"journals/sigmod/AshishK97","Wrapper Generation for Semi-structured Internet Sources","N Ashish, C Knoblock","SIGMOD Record",1997
"conf/sigmod/TatarinovVBSSZ02","Storing and querying ordered XML using a relational database system","I Tatarinov, S Viglas, K Beyer, J Shanmugasundaram, E Shekita, C Zhang","SIGMOD Conference",2002
"conf/sigmod/PapakonstantinouPV02","QURSED: querying and reporting semistructured data","Y Papakonstantinou, M Petropoulos, V Vassalos","SIGMOD Conference",2002
"journals/sigmod/Suciu97","Foreword: Management of Semistructured Data","N/A","N/A",1997
"journals/sigmod/JajodiaBBKMSW97","Information Systems Research at George Mason University","S Jajodia, D Barbar�, A Brodsky, L Kerschberg, A Motro, E Sibley, X Wang","SIGMOD Record",1997
"conf/sigmod/DasuJMS02","\Mining database structure; or, how to build a data quality browser\""""","T Dasu, T Johnson, S Muthukrishnan, V Shkapenyuk","SIGMOD Conference",2002
"journals/sigmod/GrayG97","The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb","J Gray, G Graefe","SIGMOD Record",1997
"conf/sigmod/GillmannWW02","Workflow management with service quality guarantees","M Gillmann, G Weikum, W Wonner","SIGMOD Conference",2002
"conf/sigmod/GuhaJKSY02","Approximate XML joins","S Guha, H Jagadish, N Koudas, D Srivastava, T Yu","SIGMOD Conference",2002
"journals/sigmod/Franklin97a","Editor's Notes","M Franklin","SIGMOD Record",1997
"journals/sigmod/DadamK97","The Database and Information System Research Group at the University of Ulm","P Dadam, W Klas","SIGMOD Record",1997
"conf/sigmod/RamanH02","Partial results for online query processing","V Raman, J Hellerstein","SIGMOD Conference",2002
"conf/sigmod/TaoP02","Time-parameterized queries in spatio-temporal databases","Y Tao, D Papadias","SIGMOD Conference",2002
"journals/sigmod/ConradEHRSSSV97","Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop","N/A","N/A",1997
"conf/sigmod/BrunoKS02","Holistic twig joins: optimal XML pattern matching","N Bruno, N Koudas, D Srivastava","SIGMOD Conference",2002
"journals/sigmod/McClatcheyV97","Workshop on Workflow Management in Scientific and Engineering Applications - Report","N/A","N/A",1997
"conf/sigmod/PolyzotisG02","Statistical synopses for graph-structured XML databases","N Polyzotis, M Garofalakis","SIGMOD Conference",2002
"journals/sigmod/Seligman97","Industry Perspectives","L Seligman","SIGMOD Record",1997
"journals/sigmod/GuptaHR97","Virtual Database technology","A Gupta, V Harinarayan, A Rajaraman","SIGMOD Record",1997
"conf/sigmod/ChangH02","Minimal probing: supporting expensive predicates for top-k queries","K Chang, S Hwang","SIGMOD Conference",2002
"journals/sigmod/Snodgrass97","Chair's Message","N/A","N/A",1997
"conf/sigmod/YangWYH02","Mining long sequential patterns in a noisy environment","J Yang, W Wang, P Yu, J Han","SIGMOD Conference",2002
"journals/sigmod/BarbaraS97","Quasi-Cubes: Exploiting Approximations in Multidimensional Databases","D Barbar�, M Sullivan","SIGMOD Record",1997
"conf/sigmod/ChoiC02","Selectivity estimation for spatio-temporal queries to moving objects","Y Choi, C Chung","SIGMOD Conference",2002
"journals/sigmod/ClementLGMK97","OGDI: Toward Interoperability among Geospatial Databases","G Clement, C Larouche, D Gouin, P Morin, H Kucera","SIGMOD Record",1997
"conf/sigmod/GarofalakisG02","Wavelet synopses with error guarantees","M Garofalakis, P Gibbons","SIGMOD Conference",2002
"conf/sigmod/JosifovskiSHL02","Garlic: a new flavor of federated query processing for DB2","V Josifovski, P Schwarz, L Haas, E Lin","SIGMOD Conference",2002
"journals/sigmod/RamamrithamS97","Report on DART '96: Databases: Active and Real-Time (Concepts meet Practice)","N/A","N/A",1997
"conf/sigmod/KanthRA02","Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data","K Kanth, S Ravada, D Abugov","SIGMOD Conference",2002
"journals/sigmod/FernandezFLS97","A Query Language for a Web-Site Management System","M Fernandez, D Florescu, A Levy, D Suciu","SIGMOD Record",1997
"journals/sigmod/HadzilacosT97","An Extended Entity-Relationship Model for Geographic Applications","T Hadzilacos, N Tryfona","SIGMOD Record",1997
"conf/sigmod/SzalayGTKMRSv02","The SDSS skyserver: public access to the sloan digital sky server data","A Szalay, J Gray, A Thakar, P Kunszt, T Malik, J Raddick, C Stoughton, J vandenBerg","SIGMOD Conference",2002
"conf/sigmod/PossSKL02","TPC-DS, taking decision support benchmarking to the next level","M P�ss, B Smith, L Koll�r, P Larson","SIGMOD Conference",2002
"journals/sigmod/JukicV97","Asserting Beliefs in MLS Relational Models","N Jukic, S Vrbsky","SIGMOD Record",1997
"journals/sigmod/SilberschatzZ97","Database Systems - Breaking Out of the Box","A Silberschatz, S Zdonik","SIGMOD Record",1997
"conf/sigmod/Team02","Mid-tier caching: the TimesTen approach","T Team","SIGMOD Conference",2002
"conf/sigmod/AntonJLPZZ02","Web caching for database applications with Oracle Web Cache","J Anton, L Jacobs, X Liu, J Parker, Z Zeng, T Zhong","SIGMOD Conference",2002
"journals/sigmod/Fong97","Converting Relational to Object-Oriented Databases","J Fong","SIGMOD Record",1997
"journals/sigmod/RamanathanH97","Extraction of Object-Oriented Structures from Existing Relational Databases","S Ramanathan, J Hodges","SIGMOD Record",1997
"conf/sigmod/LuoKMPWLN02","Middle-tier database caching for e-business","Q Luo, S Krishnamurthy, C Mohan, H Pirahesh, H Woo, B Lindsay, J Naughton","SIGMOD Conference",2002
"conf/sigmod/MarklL02","Learning table access cardinalities with LEO","V Markl, G Lohman","SIGMOD Conference",2002
"journals/sigmod/ChaudhuriD97","An Overview of Data Warehousing and OLAP Technology","S Chaudhuri, U Dayal","SIGMOD Record",1997
"conf/sigmod/ZhangMCMR02","Rainbow: mapping-driven XQuery processing system","X Zhang, M Mulchandani, S Christ, B Murphy, E Rundensteiner","SIGMOD Conference",2002
"journals/sigmod/Franklin97","Editor's Notes","N/A","N/A",1997
"conf/sigmod/TheobaldW02","The XXL search engine: ranked retrieval of XML data using indexes and ontologies","A Theobald, G Weikum","SIGMOD Conference",2002
"journals/sigmod/McHughAGQW97","Lore: A Database Management System for Semistructured Data","J McHugh, S Abiteboul, R Goldman, D Quass, J Widom","SIGMOD Record",1997
"journals/sigmod/Konig-RiesL97","Research in Databases and Data-Intensive Applications - Computer Science Department and FZI, University of Karlsruhe","B K�nig-Ries, P Lockemann","SIGMOD Record",1997
"conf/sigmod/BarbosaMKL02","ToXgene: a template-based data generator for XML","D Barbosa, A Mendelzon, J Keenleyside, K Lyons","SIGMOD Conference",2002
"conf/sigmod/AbadiC02","Visual COKO: a debugger for query optimizer development","D Abadi, M Cherniack","SIGMOD Conference",2002
"journals/sigmod/FrewD97","Data Management for Earth System Science","J Frew, J Dozier","SIGMOD Record",1997
"conf/sigmod/ChenRW02","XCache: a semantic caching system for XML queries","L Chen, E Rundensteiner, S Wang","SIGMOD Conference",2002
"journals/sigmod/RosenthalHRS97","\A Consumer Viewpoint on \""\""Mediator Languages - a Proposal for a Standard\""\""\""""","A Rosenthal, E Hughes, S Renner, L Seligman","SIGMOD Record",1997
"conf/sigmod/RundensteinerWYD02","XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets","E Rundensteiner, M Ward, J Yang, P Doshi","SIGMOD Conference",2002
"journals/sigmod/AtzeniM98","WebDB '98: International Workshop on the Web and Databases","N/A","N/A",1998
"conf/sigmod/LuWYBLY02","XBase: making your gigabyte disk queriable","H Lu, G Wang, G Yu, Y Bao, J Lv, Y Yu","SIGMOD Conference",2002
"journals/sigmod/Snodgrass98b","Chair's Message","N/A","N/A",1998
"journals/sigmod/ChangGKRS98","Database Research at Columbia University","S Chang, L Gravano, G Kaiser, K Ross, S Stolfo","SIGMOD Record",1998
"conf/sigmod/FlorescuGKR02","XL: a platform for web services","D Florescu, A Gr�nhagen, D Kossmann, S Rost","SIGMOD Conference",2002
"conf/sigmod/CrescenziMM02","RoadRunner: automatic data extraction from data-intensive web sites","V Crescenzi, G Mecca, P Merialdo","SIGMOD Conference",2002
"journals/sigmod/FlorescuLM98","Database Techniques for the World-Wide Web: A Survey","D Florescu, A Levy, A Mendelzon","SIGMOD Record",1998
"journals/sigmod/KeetonPH98","A Case for Intelligent Disks (IDISKs)","K Keeton, D Patterson, J Hellerstein","SIGMOD Record",1998
"conf/sigmod/Bussler02","Software as a service: ASP and ASP aggregation","N/A","N/A",2002
"conf/sigmod/Mohan02","Tutorial: application servers and associated technologies","N/A","N/A",2002
"journals/sigmod/Lomet98","B-tree Page Size When Caching is Considered","D Lomet","SIGMOD Record",1998
"journals/sigmod/GriffinK98","Algebraic Change Propagation for Semijoin and Outerjoin Queries","T Griffin, B Kumar","SIGMOD Record",1998
"conf/sigmod/GarofalakisGR02","Querying and mining data streams: you only get one look a tutorial","N/A","N/A",2002
"journals/sigmod/CheungF98","Enhanced Nearest Neighbour Search on the R-tree","K Cheung, A Fu","SIGMOD Record",1998
"conf/sigmod/Cotton02","Implementing XQuery","P Cotton","SIGMOD Conference",2002
"conf/sigmod/BreunigKKS01","Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering","M Breunig, H Kriegel, P Kr�ger, J Sander","SIGMOD Conference",2001
"journals/sigmod/TsotrasJS98","An Extensible Notation for Spatiotemporal Index Queries","V Tsotras, C Jensen, R Snodgrass","SIGMOD Record",1998
"journals/sigmod/BurtonM98","Applications of the JAVA Programming Language to Database Management","B Burton, V Marek","SIGMOD Record",1998
"conf/sigmod/RinfretOO01","Bit-Sliced Index Arithmetic","D Rinfret, P O'Neil, E O'Neil","SIGMOD Conference",2001
"conf/sigmod/ChaudhuriDN01","A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries","S Chaudhuri, G Das, V Narasayya","SIGMOD Conference",2001
"journals/sigmod/Franklin98","Editor's Notes","M Franklin","SIGMOD Record",1998
"conf/sigmod/SlivinskasJS01","Adaptable Query Optimization and Evaluation in Temporal Middleware","G Slivinskas, C Jensen, R Snodgrass","SIGMOD Conference",2001
"journals/sigmod/LometBCLN98","The Microsoft Database Research Group","D Lomet, R Barga, S Chaudhuri, P Larson, V Narasayya","SIGMOD Record",1998
"journals/sigmod/EisenbergM98","Standards in Practice","A Eisenberg, J Melton","SIGMOD Record",1998
"conf/sigmod/BohmBKK01","Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data","C B�hm, B Braunm�ller, F Krebs, H Kriegel","SIGMOD Conference",2001
"conf/sigmod/ChenZCKR01","DyDa: Data Warehouse Maintenance in Fully Concurrent Environments","J Chen, X Zhang, S Chen, A Koeller, E Rundensteiner","SIGMOD Conference",2001
"journals/sigmod/KappelR98","The TriGS Active Object-Oriented Database System - An Overview","G Kappel, W Retschitzegger","SIGMOD Record",1998
"conf/sigmod/NazeriBO01","Experiences in Mining Aviation Safety Data","Z Nazeri, E Bloedorn, P Ostwald","SIGMOD Conference",2001
"journals/sigmod/SnodgrassGIMSU98","Reminiscences on Influential Papers","N/A","N/A",1998
"journals/sigmod/BorgidaCS98","KRDB '98: The 5th International Workshop on Knowledge Representation Meets Databases","N/A","N/A",1998
"conf/sigmod/JagadishJOT01","Global Optimization of Histograms","H Jagadish, H Jin, B Ooi, K Tan","SIGMOD Conference",2001
"journals/sigmod/GatziuKBF98","Unbundling Active Functionality","S Gatziu, A Koschel, G B�ltzingsloewen, H Fritschi","SIGMOD Record",1998
"conf/sigmod/LeeWMS01","Dynamic Buffer Allocation in Video-on-Demand Systems","S Lee, K Whang, Y Moon, I Song","SIGMOD Conference",2001
"conf/sigmod/HanPLJ01","DNA-Miner: A System Prototype for Mining DNA Sequences","J Han, H Jamil, Y Lu, L Chen, Y Liao, J Pei","SIGMOD Conference",2001
"journals/sigmod/KuokFW98","Mining Fuzzy Association Rules in Databases","C Kuok, A Fu, M Wong","SIGMOD Record",1998
"conf/sigmod/DattaDRTV01","Dynamic Content Acceleration: A Caching Solution to Enable Scalable Dynamic Web Page Generation","A Datta, K Dutta, K Ramamritham, H Thomas, D VanderMeer","SIGMOD Conference",2001
"journals/sigmod/Seshadri98","Predator: A Resource for Database Research","P Seshadri","SIGMOD Record",1998
"journals/sigmod/Roussopoulos98","Materialized Views and Data Warehouses","N Roussopoulos","SIGMOD Record",1998
"conf/sigmod/HernandezMHYHT01","Clio: A Semi-Automatic Tool For Schema Mapping","M Hern�ndez, R Miller, L Haas","SIGMOD Conference",2001
"journals/sigmod/Chaudhri98","Workshop Report on Experiences Using Object Data Management in the Real-World","N/A","N/A",1998
"conf/sigmod/FernandezMS01","Efficient Evaluation of XML Middle-ware Queries","M Fernandez, A Morishima, D Suciu","SIGMOD Conference",2001
"conf/sigmod/CandanLLHA01","Enabling Dynamic Content Caching for Database-Driven Web Sites","K Candan, W Li, Q Luo, W Hsiung, D Agrawal","SIGMOD Conference",2001
"journals/sigmod/MusickM98","Report on the Second IEEE Metadata Conference (Metadata '97)","N/A","N/A",1998
"conf/sigmod/KiesslingHFE01","COSIMA - Your Smart, Speaking E-Salesperson","W Kie�ling, S Holland, S 0003, T Ehm","SIGMOD Conference",2001
"journals/sigmod/Snodgrass98","Chair's Message","N/A","N/A",1998
"journals/sigmod/Mendelzon98","Information Director's Message","N/A","N/A",1998
"conf/sigmod/YanMHF01","Data-Driven Understanding and Refinement of Schema Mappings","L Yan, R Miller, L Haas, R Fagin","SIGMOD Conference",2001
"journals/sigmod/Han98","Towards On-Line Analytical Mining in Large Databases","J Han","SIGMOD Record",1998
"conf/sigmod/HanPDW01","Efficient Computation of Iceberg Cubes with Complex Measures","J Han, J Pei, G Dong, K Wang","SIGMOD Conference",2001
"conf/sigmod/Maguire01","Catalog Management in Websphere Commerce Suite","T Maguire","SIGMOD Conference",2001
"journals/sigmod/Franklin97b","Editor's Notes","M Franklin","SIGMOD Record",1997
"journals/sigmod/Rosenthal98","Where Will Object Techonology Drive Data Administration?","A Rosenthal","SIGMOD Record",1998
"conf/sigmod/BorkarDS01","Automatic Segmentation of Text into Structured Records","V Borkar, K Deshmukh, S Sarawagi","SIGMOD Conference",2001
"conf/sigmod/SchusterW01","Communication Efficient Distributed Mining of Association Rules","A Schuster, R Wolff","SIGMOD Conference",2001
"journals/sigmod/Bernstein98","Repositories and Object Oriented Databases","P Bernstein","SIGMOD Record",1998
"journals/sigmod/KoksalAD98","Workflow History Management","P Koksal, S Arpinar, A Dogac","SIGMOD Record",1998
"conf/sigmod/OlstonWL01","Adaptive Precision Setting for Cached Approximate Values","C Olston, B Loo, J Widom","SIGMOD Conference",2001
"journals/sigmod/Manola98","Towards a Richer Web Object Model","F Manola","SIGMOD Record",1998
"conf/sigmod/LahiriG01","Fast-Start: Quick Fault Recovery in Oracle","T Lahiri, A Ganesh, R Weiss, A Joshi","SIGMOD Conference",2001
"journals/sigmod/Snodgrass98a","Reminiscences on Influential Papers","N/A","N/A",1998
"conf/sigmod/GodfreyGXZ01","Exploiting Constraint-Like Data Characterizations in Query Optimization","P Godfrey, J Gryz, C Zuzarte","SIGMOD Conference",2001
